Chave= dinovo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= mal; Valor= -1; Escore Total= -3.0; Número de vezes em que aparece= 3
Chave= maps; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= desiste; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= piores; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= man; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= altas; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= faser; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= mao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= rumosem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= oficial; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= comunidade; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= chega; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 5
Chave= curitiba; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= amiigah; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mas; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 14
Chave= desejo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= todas; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= entendo; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= fudido; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= mat; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= indoo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mau; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sairtchau; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= justin; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= lanzaeles; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= kong; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= lindos; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 3
Chave= pelas; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= sorteio; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 17
Chave= ake; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= armado; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= nessa; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 3
Chave= combo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= lavou; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= colorido; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= colocou; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= organizada; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= quarta; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= lindoo; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= coloridasos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= aki; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 4
Chave= nesse; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 3
Chave= john; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= frozinho; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= adorar; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= muuuuitoo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= seis; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= xique; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= chego; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= michael; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= entenda; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= redor; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= batimentos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= pode; Valor= -1; Escore Total= -3.0; Número de vezes em que aparece= 3
Chave= quase; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 6
Chave= carros; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= encontramos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= usava; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= tonyhawk; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= guerreiro; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= yepeeeee; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= sorteia; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= favoritos; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= comoviam; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= vei; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= exchange; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= kuasedegraca; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= escreveram; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= coloco; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= assister; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= desistiam; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= mundo; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 6
Chave= bua; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= inverno; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= aquelas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= vem; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 6
Chave= tomem; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= feira; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= seja; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 4
Chave= mengao; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= brindes; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= estacionamento; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= dead; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= manutencao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= legenda; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= rede; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= marca; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ver; Valor= 0; Escore Total= 10.0; Número de vezes em que aparece= 18
Chave= puta; Valor= -1; Escore Total= -3.0; Número de vezes em que aparece= 3
Chave= siga; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 6
Chave= realizam; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= volante; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= umbigo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= tudopravocecurtir; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= ingrata; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= acessando; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= caico; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= escrito; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= aeww; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= time; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 4
Chave= seria; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 3
Chave= borboletas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= almocando; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= vey; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= pronto; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= ortiz; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= vez; Valor= 0; Escore Total= -5.0; Número de vezes em que aparece= 12
Chave= nesta; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= nunchuks; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= familia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= vence; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= digital; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 14
Chave= participem; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= edicao; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= daqui; Valor= 0; Escore Total= 4.0; Número de vezes em que aparece= 6
Chave= cadela; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= neste; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= hilton; Valor= 0; Escore Total= -7.0; Número de vezes em que aparece= 15
Chave= surgem; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= all; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= sigo; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 10
Chave= destravado; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= super; Valor= 0; Escore Total= 12.0; Número de vezes em que aparece= 17
Chave= rendas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= compra; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= tuites; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= desistir; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= out; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= mari; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= alo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= direcao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= cidade; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= galeraaaa; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= eim; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ein; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= teeedio; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= fotinhos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= tinta; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= serio; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= chegar; Valor= 0; Escore Total= -4.0; Número de vezes em que aparece= 8
Chave= ouvidosprejudica; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= delicada; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= rio; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= satadvd; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= putz; Valor= -1; Escore Total= -3.0; Número de vezes em que aparece= 3
Chave= tudo; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 22
Chave= bobo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= rir; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= pedir; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= aula; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 9
Chave= avatar; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= follow; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 4
Chave= pediu; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= lovegoodlila; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= cheia; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= faculdade; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= carioca; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= anunciam; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= novinho; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= mostrou; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= foram; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= paciencia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ama; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= fuiiiiiiiiiiii; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= adooogo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= venda; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= prima; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= corinthias; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= blog; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 4
Chave= possivel; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= parabens; Valor= 1; Escore Total= 11.0; Número de vezes em que aparece= 11
Chave= engarrafamento; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= continue; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= troca; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= chegaa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mango; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= youtube; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 4
Chave= email; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= computador; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= supercopa; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= lerdo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= daew; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= porcaria; Valor= -1; Escore Total= -3.0; Número de vezes em que aparece= 3
Chave= independencia; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= proximo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= correndo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= chorar; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= postais; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= liga; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= icone; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= daa; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= caralho; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= amo; Valor= 1; Escore Total= 4.0; Número de vezes em que aparece= 4
Chave= amizade; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= cristiano; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= seguir; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 5
Chave= escreve; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= timinho; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= levar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= vendo; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 4
Chave= ever; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= atendente; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= aguentamarasco; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= primo; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 3
Chave= atualizad; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= inter; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 4
Chave= tarefa; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= primavera; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= partiu; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= anuncia; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= dramaticas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= completava; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= dai; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= saaaaaindo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= frete; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 4
Chave= diabo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= manha; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= desenvolvedores; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= hojemelhor; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= levara; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= carnaval; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
